x,y,z,delta de t
4.399,-2.26,-8.21,5
4.405,-2.26,-8.204,5
4.442,-2.26,-8.179,5
4.432,-2.271,-8.19,5
4.429,-2.274,-8.202,6
4.442,-2.262,-8.214,5
4.454,-2.27,-8.227,5
4.463,-2.282,-8.228,5
4.463,-2.295,-8.203,5
4.49,-2.279,-8.182,5
4.518,-2.279,-8.192,5
4.506,-2.279,-8.168,5
4.509,-2.263,-8.167,5
4.522,-2.243,-8.178,5
4.547,-2.267,-8.178,5
4.552,-2.279,-8.158,5
4.54,-2.279,-8.121,5
4.552,-2.255,-8.133,5
4.569,-2.256,-8.14,5
4.594,-2.293,-8.14,5
4.597,-2.287,-8.14,5
4.601,-2.271,-8.144,5
4.613,-2.246,-8.156,5
4.606,-2.24,-8.14,5
4.602,-2.243,-8.12,5
4.627,-2.256,-8.12,5
4.643,-2.276,-8.12,5
4.656,-2.301,-8.119,5
4.668,-2.326,-8.107,5
4.681,-2.329,-8.108,5
4.693,-2.317,-8.101,5
4.693,-2.305,-8.114,5
4.675,-2.309,-8.115,5
4.638,-2.334,-8.102,6
4.635,-2.302,-8.135,5
4.631,-2.279,-8.154,5
4.618,-2.279,-8.142,5
4.616,-2.289,-8.15,5
4.613,-2.292,-8.155,5
4.6,-2.267,-8.143,5
4.597,-2.268,-8.14,5
4.595,-2.283,-8.143,5
4.583,-2.307,-8.168,5
4.585,-2.287,-8.178,5
4.596,-2.242,-8.176,5
4.584,-2.28,-8.152,5
4.559,-2.298,-8.146,5
4.522,-2.298,-8.158,5
4.508,-2.31,-8.17,5
4.501,-2.322,-8.178,5
4.501,-2.334,-8.178,5
4.491,-2.336,-8.188,5
4.471,-2.34,-8.197,5
4.434,-2.352,-8.197,5
4.434,-2.346,-8.215,5
4.436,-2.336,-8.235,5
4.399,-2.336,-8.235,5
4.394,-2.328,-8.235,5
4.403,-2.313,-8.235,5
4.378,-2.263,-8.235,5
4.38,-2.234,-8.229,5
4.405,-2.221,-8.216,6
4.418,-2.246,-8.241,5
4.424,-2.26,-8.238,5
4.424,-2.26,-8.201,5
4.435,-2.227,-8.186,5
4.456,-2.198,-8.178,5
4.493,-2.186,-8.178,5
4.52,-2.202,-8.168,5
4.539,-2.216,-8.164,5
4.539,-2.191,-8.189,5
4.558,-2.183,-8.178,5
4.586,-2.183,-8.151,5
4.608,-2.205,-8.128,5
4.616,-2.214,-8.127,5
4.617,-2.202,-8.14,5
4.641,-2.202,-8.14,5
4.643,-2.202,-8.14,5
4.618,-2.202,-8.14,5
4.616,-2.202,-8.14,5
4.611,-2.207,-8.144,5
4.599,-2.219,-8.156,5
4.607,-2.242,-8.128,5
4.609,-2.263,-8.108,5
4.585,-2.275,-8.132,5
4.587,-2.279,-8.14,5
4.597,-2.279,-8.14,5
4.597,-2.279,-8.14,5
4.597,-2.286,-8.147,5
4.595,-2.298,-8.159,6
4.571,-2.298,-8.159,5
4.559,-2.311,-8.165,5
4.559,-2.335,-8.177,5
4.535,-2.336,-8.166,5
4.516,-2.346,-8.159,5
4.503,-2.371,-8.159,5
4.522,-2.353,-8.169,5
4.532,-2.333,-8.178,5
4.507,-2.32,-8.178,5
4.51,-2.326,-8.178,5
4.518,-2.339,-8.18,5
4.505,-2.351,-8.193,5
4.493,-2.339,-8.181,5
4.483,-2.317,-8.16,5
4.495,-2.317,-8.172,5
4.494,-2.337,-8.185,5
4.482,-2.374,-8.197,5
4.494,-2.375,-8.185,5
4.512,-2.358,-8.178,5
4.537,-2.321,-8.178,5
4.528,-2.339,-8.167,5
4.52,-2.347,-8.159,5
4.52,-2.322,-8.159,5
4.53,-2.298,-8.149,5
4.544,-2.283,-8.14,5
4.545,-2.291,-8.153,5
4.546,-2.27,-8.186,5
4.576,-2.261,-8.194,6
4.564,-2.274,-8.169,5
4.566,-2.279,-8.159,5
4.578,-2.278,-8.159,5
4.578,-2.241,-8.171,5
4.578,-2.215,-8.166,5
4.578,-2.203,-8.141,5
4.601,-2.214,-8.162,5
4.611,-2.226,-8.169,5
4.599,-2.238,-8.144,5
4.587,-2.23,-8.16,5
4.581,-2.225,-8.174,5
4.593,-2.237,-8.162,5
4.597,-2.24,-8.141,5
4.599,-2.243,-8.122,5
4.611,-2.255,-8.135,5
4.608,-2.252,-8.14,5
4.596,-2.242,-8.14,5
4.584,-2.267,-8.153,5
4.578,-2.279,-8.159,5
4.615,-2.26,-8.159,5
4.592,-2.272,-8.159,5
4.593,-2.284,-8.159,5
4.63,-2.296,-8.159,5
4.603,-2.309,-8.148,5
4.578,-2.317,-8.143,5
4.578,-2.317,-8.156,5
4.559,-2.308,-8.149,5
4.539,-2.298,-8.142,5
4.539,-2.298,-8.154,6
4.547,-2.29,-8.159,5
4.556,-2.281,-8.157,5
4.531,-2.306,-8.145,5
4.534,-2.324,-8.153,5
4.559,-2.336,-8.178,5
4.534,-2.336,-8.166,5
4.526,-2.325,-8.148,5
4.538,-2.3,-8.123,5
4.539,-2.298,-8.165,5
4.539,-2.302,-8.193,5
4.539,-2.315,-8.18,5
4.52,-2.308,-8.158,5
4.526,-2.301,-8.194,5
4.551,-2.313,-8.182,5
4.541,-2.317,-8.178,5
4.519,-2.315,-8.18,5
4.506,-2.303,-8.192,5
4.487,-2.291,-8.19,5
4.464,-2.279,-8.179,5
4.488,-2.292,-8.203,5
4.483,-2.274,-8.216,5
4.446,-2.225,-8.216,5
4.455,-2.244,-8.193,5
4.463,-2.255,-8.183,5
4.463,-2.243,-8.195,5
4.453,-2.251,-8.187,5
4.451,-2.256,-8.181,5
4.475,-2.244,-8.194,6
4.482,-2.231,-8.197,5
4.484,-2.223,-8.201,5
4.496,-2.236,-8.226,5
4.493,-2.248,-8.22,5
4.484,-2.26,-8.195,5
4.508,-2.26,-8.171,5
4.527,-2.266,-8.165,5
4.539,-2.278,-8.177,5
4.563,-2.291,-8.178,5
4.567,-2.298,-8.173,5
4.543,-2.298,-8.16,5
4.55,-2.277,-8.137,5
4.562,-2.256,-8.128,5
4.575,-2.243,-8.153,5
4.578,-2.278,-8.14,5
4.58,-2.317,-8.123,5
4.593,-2.317,-8.135,5
4.621,-2.301,-8.148,5
4.653,-2.28,-8.159,5
4.641,-2.292,-8.159,5
4.649,-2.312,-8.152,5
4.673,-2.336,-8.139,5
4.673,-2.324,-8.115,5
4.669,-2.321,-8.101,5
4.66,-2.33,-8.101,5
4.661,-2.349,-8.101,5
4.669,-2.37,-8.106,5
4.657,-2.358,-8.118,6
4.654,-2.346,-8.101,5
4.654,-2.339,-8.091,5
4.654,-2.352,-8.128,5
4.637,-2.347,-8.14,5
4.616,-2.336,-8.14,5
4.616,-2.336,-8.14,5
4.623,-2.336,-8.132,5
4.634,-2.334,-8.121,5
4.609,-2.285,-8.133,5
4.579,-2.254,-8.14,5
4.542,-2.241,-8.14,5
4.539,-2.275,-8.163,5
4.535,-2.293,-8.178,5
4.522,-2.281,-8.178,5
4.52,-2.258,-8.147,5
4.517,-2.237,-8.131,5
4.504,-2.225,-8.168,5
4.492,-2.221,-8.161,5
4.481,-2.219,-8.145,5
4.468,-2.193,-8.197,5
4.471,-2.191,-8.208,5
4.481,-2.202,-8.196,5
4.469,-2.202,-8.184,5
4.469,-2.202,-8.191,5
4.482,-2.202,-8.216,5
4.47,-2.202,-8.192,5
4.463,-2.213,-8.188,5
4.463,-2.237,-8.213,6
4.452,-2.219,-8.238,5
4.444,-2.206,-8.247,5
4.444,-2.218,-8.222,5
4.463,-2.221,-8.216,5
4.477,-2.221,-8.213,5
4.452,-2.221,-8.201,5
4.452,-2.238,-8.205,5
4.463,-2.261,-8.215,5
4.463,-2.273,-8.202,5
4.47,-2.286,-8.19,5
4.482,-2.298,-8.178,5
4.499,-2.281,-8.161,5
4.507,-2.319,-8.18,5
4.519,-2.282,-8.143,5
4.52,-2.301,-8.14,5
4.529,-2.317,-8.153,5
4.554,-2.317,-8.19,5
4.569,-2.317,-8.167,5
4.581,-2.323,-8.143,5
4.593,-2.348,-8.155,5
4.588,-2.338,-8.15,5
4.578,-2.319,-8.138,5
4.578,-2.331,-8.125,5
4.6,-2.344,-8.12,5
4.635,-2.354,-8.12,5
4.635,-2.33,-8.12,5
4.635,-2.317,-8.12,5
4.635,-2.317,-8.12,5
4.647,-2.329,-8.109,6
4.645,-2.341,-8.106,5
4.62,-2.353,-8.118,5
4.626,-2.366,-8.131,5
4.635,-2.365,-8.13,5
4.649,-2.328,-8.134,5
4.654,-2.317,-8.13,5
4.652,-2.317,-8.118,5
4.64,-2.317,-8.106,5
4.635,-2.301,-8.109,5
4.632,-2.278,-8.12,5
4.595,-2.265,-8.12,5
4.591,-2.266,-8.134,5
4.616,-2.279,-8.158,5
4.604,-2.291,-8.171,5
4.597,-2.293,-8.188,5
4.597,-2.28,-8.213,5
4.586,-2.279,-8.173,5
4.574,-2.279,-8.144,5
4.561,-2.279,-8.156,5
4.549,-2.279,-8.149,5
4.534,-2.273,-8.14,5
4.509,-2.249,-8.14,5
4.518,-2.257,-8.156,5
4.538,-2.277,-8.178,5
4.526,-2.265,-8.178,5
4.482,-2.286,-8.203,5
4.482,-2.26,-8.216,5
4.494,-2.272,-8.204,6
4.501,-2.279,-8.197,5
4.501,-2.279,-8.197,5
4.501,-2.279,-8.197,5
4.497,-2.274,-8.193,5
4.484,-2.262,-8.18,5
4.482,-2.27,-8.178,5
4.485,-2.279,-8.184,5
4.497,-2.279,-8.209,5
4.492,-2.279,-8.19,5
4.478,-2.277,-8.161,5
4.453,-2.264,-8.173,5
4.459,-2.252,-8.178,5
4.483,-2.24,-8.178,5
4.495,-2.24,-8.178,5
4.501,-2.24,-8.19,5
4.501,-2.24,-8.215,5
4.501,-2.229,-8.204,5
4.506,-2.226,-8.197,5
4.518,-2.239,-8.197,5
4.52,-2.261,-8.155,5
4.528,-2.275,-8.117,5
4.552,-2.263,-8.104,5
4.559,-2.26,-8.138,5
4.561,-2.262,-8.175,5
4.573,-2.274,-8.163,5
4.562,-2.287,-8.167,5
4.539,-2.298,-8.177,5
4.539,-2.298,-8.164,6
4.553,-2.291,-8.159,5
4.577,-2.279,-8.159,5
4.578,-2.279,-8.159,5
4.578,-2.279,-8.159,5
4.578,-2.279,-8.159,5
4.567,-2.29,-8.148,5
4.554,-2.306,-8.144,5
4.542,-2.331,-8.156,5
4.559,-2.317,-8.159,5
4.576,-2.302,-8.157,5
4.567,-2.32,-8.148,5
4.56,-2.334,-8.14,5
4.578,-2.298,-8.141,5
4.578,-2.298,-8.153,5
4.571,-2.298,-8.173,5
4.559,-2.298,-8.197,5
4.559,-2.298,-8.184,5
4.564,-2.31,-8.172,5
4.577,-2.334,-8.16,5
4.566,-2.348,-8.147,5
4.559,-2.355,-8.144,5
4.559,-2.355,-8.156,5
4.538,-2.345,-8.169,5
4.527,-2.33,-8.175,5
4.552,-2.305,-8.162,5
4.559,-2.289,-8.159,5
4.559,-2.277,-8.163,5
4.559,-2.264,-8.187,6
4.559,-2.267,-8.189,5
4.557,-2.277,-8.176,5
4.532,-2.253,-8.139,5
4.532,-2.24,-8.132,5
4.555,-2.24,-8.155,5
4.57,-2.252,-8.148,5
4.573,-2.255,-8.145,5
4.56,-2.242,-8.157,5
4.559,-2.251,-8.18,5
4.562,-2.26,-8.19,5
4.575,-2.26,-8.165,5
4.568,-2.269,-8.159,5
4.563,-2.279,-8.159,5
4.588,-2.279,-8.159,5
4.589,-2.271,-8.159,5
4.579,-2.26,-8.159,5
4.591,-2.26,-8.159,5
4.597,-2.266,-8.159,5
4.597,-2.279,-8.159,5
4.585,-2.254,-8.159,5
4.578,-2.251,-8.164,5
4.578,-2.276,-8.176,5
4.556,-2.268,-8.178,5
4.539,-2.264,-8.169,5
4.539,-2.276,-8.145,5
4.539,-2.279,-8.178,5
4.523,-2.221,-8.207,5
4.535,-2.221,-8.17,5
4.522,-2.247,-8.176,6
4.504,-2.276,-8.194,5
4.529,-2.251,-8.169,5
4.518,-2.233,-8.166,5
4.482,-2.222,-8.177,5
4.482,-2.259,-8.165,5
4.482,-2.297,-8.171,5
4.482,-2.334,-8.195,5
4.493,-2.302,-8.197,5
4.496,-2.283,-8.197,5
4.484,-2.296,-8.197,5
4.482,-2.318,-8.177,5
4.485,-2.33,-8.165,5
4.498,-2.305,-8.19,5
4.51,-2.316,-8.197,5
4.518,-2.334,-8.199,5
4.506,-2.322,-8.211,5
4.509,-2.317,-8.201,5
4.52,-2.315,-8.176,5
4.503,-2.298,-8.159,5
4.488,-2.298,-8.159,5
4.501,-2.298,-8.159,5
4.513,-2.322,-8.182,5
4.525,-2.321,-8.197,5
4.538,-2.284,-8.197,5
4.539,-2.3,-8.176,5
4.539,-2.313,-8.155,5
4.539,-2.301,-8.143,5
4.539,-2.298,-8.149,6
4.542,-2.298,-8.159,5
4.554,-2.298,-8.159,5
4.583,-2.29,-8.159,5
4.615,-2.279,-8.157,5
4.602,-2.279,-8.145,5
4.604,-2.286,-8.153,5
4.616,-2.298,-8.178,5
4.604,-2.273,-8.166,5
4.602,-2.271,-8.159,5
4.615,-2.295,-8.159,5
4.605,-2.287,-8.159,5
4.613,-2.292,-8.145,5
4.6,-2.265,-8.172,5
4.597,-2.26,-8.148,5
4.591,-2.263,-8.126,5
4.566,-2.275,-8.151,5
4.567,-2.27,-8.142,5
4.581,-2.261,-8.12,5
4.606,-2.274,-8.12,5
4.609,-2.286,-8.135,5
4.597,-2.298,-8.158,5
4.61,-2.311,-8.133,5
4.604,-2.311,-8.126,5
4.579,-2.299,-8.139,5
4.578,-2.298,-8.14,5
4.573,-2.298,-8.144,5
4.561,-2.298,-8.157,5
4.559,-2.288,-8.179,6
4.552,-2.275,-8.197,5
4.527,-2.263,-8.197,5
4.511,-2.26,-8.197,5
4.505,-2.26,-8.197,5
4.53,-2.26,-8.197,5
4.539,-2.267,-8.189,5
4.539,-2.279,-8.18,5
4.539,-2.279,-8.204,5
4.52,-2.272,-8.203,5
4.483,-2.26,-8.179,5
4.482,-2.248,-8.178,5
4.487,-2.251,-8.178,5
4.499,-2.276,-8.178,5
4.501,-2.289,-8.199,5
4.501,-2.29,-8.212,5
4.501,-2.265,-8.2,5
4.501,-2.278,-8.197,5
4.498,-2.293,-8.192,5
4.486,-2.268,-8.167,5
4.498,-2.26,-8.167,5
4.519,-2.261,-8.178,5
4.507,-2.273,-8.178,5
4.508,-2.286,-8.178,5
4.52,-2.298,-8.178,5
4.52,-2.281,-8.169,5
4.52,-2.263,-8.161,5
4.503,-2.277,-8.142,5
4.512,-2.301,-8.184,6
4.52,-2.308,-8.199,5
4.52,-2.284,-8.149,5
4.53,-2.279,-8.149,5
4.539,-2.273,-8.159,5
4.539,-2.248,-8.159,5
4.548,-2.258,-8.167,5
4.557,-2.277,-8.178,5
4.544,-2.265,-8.178,5
4.554,-2.26,-8.171,5
4.578,-2.26,-8.158,5
4.578,-2.273,-8.133,5
4.578,-2.273,-8.126,5
4.578,-2.26,-8.139,5
4.578,-2.283,-8.151,5
4.578,-2.293,-8.149,5
4.578,-2.281,-8.124,5
4.567,-2.289,-8.151,5
4.562,-2.301,-8.171,5
4.573,-2.312,-8.149,5
4.578,-2.309,-8.147,5
4.578,-2.296,-8.156,5
4.578,-2.283,-8.144,5
4.578,-2.287,-8.14,5
4.58,-2.298,-8.141,5
4.604,-2.298,-8.153,5
4.596,-2.304,-8.152,5
4.559,-2.317,-8.14,5
4.583,-2.305,-8.127,5
4.592,-2.308,-8.126,6
4.579,-2.333,-8.138,5
4.578,-2.325,-8.15,5
4.574,-2.313,-8.159,5
4.561,-2.301,-8.159,5
4.549,-2.288,-8.149,5
4.539,-2.279,-8.137,5
4.539,-2.279,-8.125,5
4.531,-2.295,-8.145,5
4.523,-2.317,-8.179,5
4.548,-2.317,-8.192,5
4.541,-2.308,-8.161,5
4.521,-2.298,-8.178,5
4.545,-2.298,-8.165,5
4.553,-2.309,-8.164,5
4.541,-2.334,-8.177,5
4.517,-2.314,-8.178,5
4.497,-2.302,-8.178,5
4.484,-2.315,-8.178,5
4.512,-2.307,-8.158,5
4.539,-2.298,-8.143,5
4.539,-2.298,-8.155,5
4.539,-2.289,-8.167,5
4.541,-2.277,-8.174,5
4.554,-2.265,-8.149,5
4.559,-2.267,-8.162,5
4.558,-2.279,-8.195,5
4.546,-2.292,-8.158,5
4.546,-2.273,-8.152,6
4.558,-2.224,-8.176,5
4.535,-2.245,-8.166,5
4.525,-2.26,-8.159,5
4.537,-2.26,-8.159,5
4.527,-2.272,-8.181,5
4.559,-2.24,-8.197,5
4.559,-2.24,-8.197,5
4.549,-2.259,-8.17,5
4.542,-2.281,-8.147,5
4.554,-2.293,-8.184,5
4.559,-2.306,-8.189,5
4.559,-2.316,-8.177,5
4.559,-2.304,-8.164,5
4.552,-2.298,-8.159,5
4.54,-2.298,-8.159,5
4.539,-2.322,-8.159,5
4.545,-2.326,-8.164,5
4.557,-2.301,-8.176,5
4.559,-2.298,-8.178,5
4.559,-2.294,-8.178,5
4.559,-2.282,-8.178,5
4.559,-2.26,-8.187,5
4.556,-2.243,-8.194,5
4.543,-2.256,-8.182,5
4.548,-2.251,-8.17,5
4.546,-2.253,-8.146,5
4.539,-2.26,-8.192,5
4.553,-2.246,-8.209,6
4.578,-2.222,-8.197,5
4.578,-2.246,-8.172,5
4.566,-2.265,-8.159,5
4.541,-2.278,-8.159,5
4.551,-2.29,-8.136,5
4.554,-2.298,-8.12,5
4.542,-2.298,-8.12,5
4.549,-2.288,-8.13,5
4.555,-2.282,-8.14,5
4.543,-2.294,-8.14,5
4.548,-2.289,-8.157,5
4.555,-2.281,-8.176,5
4.53,-2.293,-8.164,5
4.528,-2.305,-8.166,5
4.538,-2.318,-8.178,5
4.513,-2.33,-8.178,5
4.501,-2.33,-8.184,5
4.501,-2.318,-8.196,5
4.501,-2.317,-8.197,5
4.496,-2.317,-8.182,5
4.484,-2.317,-8.145,5
4.492,-2.307,-8.16,5
4.49,-2.298,-8.178,5
4.453,-2.298,-8.178,5
4.453,-2.289,-8.187,5
4.47,-2.284,-8.195,5
4.507,-2.308,-8.182,5
4.528,-2.309,-8.17,6
4.541,-2.298,-8.159,5
4.553,-2.298,-8.159,5
4.585,-2.318,-8.165,5
4.635,-2.355,-8.178,5
4.647,-2.429,-8.141,5
4.66,-2.486,-8.12,5
4.672,-2.524,-8.12,5
4.663,-2.506,-8.12,5
4.663,-2.477,-8.12,5
4.687,-2.44,-8.12,5
4.699,-2.445,-8.153,5
4.708,-2.462,-8.195,5
4.735,-2.423,-8.228,5
4.717,-2.377,-8.227,5
4.667,-2.36,-8.215,5
4.618,-2.397,-8.202,5
4.618,-2.384,-8.176,5
4.654,-2.336,-8.14,5
4.642,-2.336,-8.152,5
4.635,-2.307,-8.176,5
4.635,-2.245,-8.213,5
4.612,-2.229,-8.228,5
4.551,-2.217,-8.235,5
4.428,-2.204,-8.235,5
4.375,-2.192,-8.266,5
4.325,-2.167,-8.306,5
4.238,-2.105,-8.355,5
4.196,-2.07,-8.361,5
4.196,-2.061,-8.354,6
4.319,-2.135,-8.379,5
4.359,-2.179,-8.343,5
4.347,-2.209,-8.271,5
4.336,-2.329,-8.228,5
4.324,-2.434,-8.201,5
4.31,-2.506,-8.216,5
4.369,-2.52,-8.169,5
4.405,-2.518,-8.145,5
4.405,-2.493,-8.157,5
4.49,-2.511,-8.243,5
4.544,-2.532,-8.301,5
4.494,-2.544,-8.264,5
4.408,-2.528,-8.273,5
4.319,-2.496,-8.285,5
4.269,-2.435,-8.248,5
4.276,-2.389,-8.251,5
4.308,-2.349,-8.269,5
4.296,-2.288,-8.219,5
4.27,-2.192,-8.204,5
4.233,-2.069,-8.216,5
4.245,-2.044,-8.241,5
4.279,-2.019,-8.222,5
4.341,-1.994,-8.148,5
4.37,-1.958,-8.107,5
4.433,-1.918,-8.061,5
4.57,-1.865,-8.034,5
4.616,-1.838,-8.091,5
4.65,-1.844,-8.108,6
4.711,-1.869,-8.219,5
4.765,-1.885,-8.28,5
4.812,-1.896,-8.305,5
4.85,-1.896,-8.256,5
4.858,-1.917,-8.221,5
4.845,-1.953,-8.195,5
4.82,-1.953,-8.133,5
4.796,-1.965,-8.095,5
4.771,-1.99,-8.083,5
4.735,-1.969,-8.048,5
4.689,-1.949,-8.025,5
4.627,-1.936,-8.025,5
4.677,-1.924,-8.055,5
4.728,-1.922,-8.089,5
4.715,-1.946,-8.113,5
4.836,-2.042,-8.138,5
4.988,-2.159,-8.163,5
5.038,-2.246,-8.188,5
5.009,-2.327,-8.197,5
4.977,-2.375,-8.177,5
4.927,-2.375,-8.165,5
4.865,-2.362,-8.108,5
4.791,-2.337,-8.009,5
4.729,-2.336,-7.982,5
4.693,-2.362,-7.982,5
4.693,-2.423,-8.019,5
4.693,-2.4,-8.025,5
4.677,-2.397,-8.067,6
4.628,-2.472,-8.202,5
4.616,-2.518,-8.282,5
4.606,-2.572,-8.346,5
4.556,-2.696,-8.42,5
4.564,-2.763,-8.454,5
4.599,-2.798,-8.447,5
4.624,-2.823,-8.275,5
4.615,-2.814,-8.183,5
4.578,-2.777,-8.159,5
4.578,-2.641,-8.183,5
4.589,-2.555,-8.208,5
4.613,-2.53,-8.233,5
4.52,-2.518,-8.389,5
4.454,-2.472,-8.433,5
4.43,-2.423,-8.396,5
4.317,-2.217,-8.34,5
4.22,-2.018,-8.278,5
4.244,-1.968,-8.216,5
4.286,-1.953,-8.197,5
4.33,-1.958,-8.194,5
4.343,-1.995,-8.169,5
4.377,-2.003,-8.137,5
4.424,-1.991,-8.101,5
4.424,-1.979,-8.101,5
4.335,-1.889,-8.113,5
4.15,-1.716,-8.138,5
4.103,-1.67,-8.128,5
4.16,-1.699,-8.106,6
4.37,-1.834,-8.069,5
4.477,-1.868,-8.063,5
4.598,-1.918,-8.101,5
4.808,-2.066,-8.237,5
4.901,-2.133,-8.31,5
4.916,-2.129,-8.394,5
4.767,-1.932,-8.641,5
4.666,-1.811,-8.764,5
4.584,-1.722,-8.81,5
4.411,-1.438,-8.81,5
4.342,-1.289,-8.797,5
4.366,-1.264,-8.772,5
4.199,-1.276,-8.712,5
4.073,-1.288,-8.676,5
4.011,-1.3,-8.676,5
3.821,-1.366,-8.74,5
3.666,-1.429,-8.787,5
3.629,-1.466,-8.775,5
3.78,-1.455,-8.706,5
3.959,-1.431,-8.635,5
4.02,-1.406,-8.623,5
3.968,-1.341,-8.414,5
3.865,-1.268,-8.133,5
3.828,-1.305,-8.071,5
3.89,-1.372,-8.081,5
4.031,-1.463,-8.147,5
4.125,-1.585,-8.232,5
4.138,-1.743,-8.419,5
4.225,-1.83,-8.653,6
4.3,-1.872,-8.798,5
4.3,-1.874,-8.947,5
4.164,-1.812,-9.12,5
4.275,-1.899,-9.095,5
4.396,-2.028,-9.024,5
4.359,-2.176,-8.963,5
4.425,-2.273,-8.901,5
4.499,-2.317,-8.852,5
4.351,-2.181,-8.876,5
4.312,-2.184,-8.872,5
4.338,-2.269,-8.843,5
4.103,-2.047,-8.72,5
3.948,-1.928,-8.566,5
3.874,-1.916,-8.381,5
3.44,-1.857,-8.242,5
3.127,-1.819,-8.159,5
3.04,-1.819,-8.159,5
3.311,-1.953,-8.105,5
3.641,-2.106,-8.043,5
3.7,-2.091,-8.029,5
3.915,-2.033,-8.124,5
4.164,-1.981,-8.222,5
4.312,-2.031,-8.148,5
4.6,-2.142,-8.113,5
4.95,-2.287,-8.109,5
5.061,-2.385,-8.208,5
5.186,-2.484,-8.215,5
5.321,-2.583,-8.141,6
5.361,-2.597,-8.115,5
5.283,-2.583,-7.955,5
5.048,-2.534,-7.609,5
4.77,-2.549,-7.317,5
4.645,-2.526,-7.422,5
4.855,-2.403,-8.348,5
4.846,-2.441,-8.589,5
4.899,-2.563,-8.489,5
5.405,-2.809,-7.897,5
5.557,-2.958,-7.526,5
5.525,-2.97,-7.348,5
5.436,-2.317,-7.793,5
5.387,-1.762,-7.781,5
5.363,-1.629,-7.62,5
5.388,-1.765,-7.46,5
5.452,-1.986,-7.402,5
5.564,-2.307,-7.464,5
5.394,-2.448,-7.503,5
5.338,-2.598,-7.505,5
5.535,-2.796,-7.443,5
5.335,-3.362,-7.172,5
4.467,-3.787,-7.414,5
1.924,-3.54,-9.302,5
1.793,-3.51,-10.228,5
2.656,-3.459,-10.672,5
3.372,-2.78,-10.696,5
4.525,-2.242,-9.943,5
5.838,-1.817,-8.687,6
4.579,-1.767,-7.724,5
3.461,-1.785,-7.54,5
2.486,-1.872,-8.145,5
2.047,-1.83,-8.049,5
2.418,-1.993,-8.71,5
3.118,-2.533,-9.488,5
3.432,-2.821,-9.666,5
3.8,-3.045,-9.587,5
4.219,-3.242,-8.834,5
4.11,-3.257,-8.866,5
3.748,-3.171,-9.089,5
3.106,-2.924,-8.94,5
2.81,-2.803,-8.887,5
2.728,-2.756,-8.875,5
2.827,-2.731,-8.739,5
3.018,-2.713,-8.689,5
3.289,-2.7,-8.714,5
3.149,-2.712,-8.411,5
3.086,-2.682,-8.209,5
3.135,-2.596,-8.147,5
3.293,-2.444,-8.118,5
3.49,-2.328,-8.17,5
3.737,-2.303,-8.38,5
3.946,-2.193,-8.408,5
4.11,-2.096,-8.411,5
4.159,-2.133,-8.509,5
4.069,-2.212,-8.611,5
3.774,-2.108,-8.612,6
3.626,-2.12,-8.402,5
3.682,-2.055,-8.15,5
3.888,-1.933,-7.871,5
3.901,-1.884,-7.859,5
3.976,-1.823,-7.962,5
4.125,-1.749,-8.196,5
4.126,-1.754,-8.216,5
4.185,-1.771,-8.171,5
4.371,-1.795,-8.048,5
4.536,-1.85,-8.075,5
4.561,-1.921,-8.146,5
4.203,-2.02,-8.245,5
4.064,-2.058,-8.344,5
4.046,-2.08,-8.472,5
4.194,-2.154,-8.756,5
4.349,-2.131,-9.047,5
4.499,-2.045,-9.302,5
4.462,-1.971,-8.845,5
4.524,-2.002,-8.556,5
4.685,-2.138,-8.433,5
4.575,-2.168,-8.861,5
4.486,-2.163,-9.15,5
4.449,-2.114,-9.187,5
4.486,-1.96,-8.91,5
4.476,-1.868,-8.617,5
4.328,-1.966,-8.42,5
4.3,-1.945,-8.645,5
4.336,-1.903,-8.875,6
4.472,-1.94,-8.517,5
4.29,-1.89,-8.531,5
3.977,-1.807,-8.731,5
4.113,-1.881,-8.706,5
4.009,-1.728,-8.422,5
3.7,-1.383,-7.916,5
4.331,-1.647,-8.093,5
4.391,-1.633,-8.052,5
3.7,-1.25,-7.718,5
4.319,-1.665,-7.986,5
4.698,-1.805,-8.315,5
4.253,-1.188,-8.611,5
4.788,-1.592,-8.583,5
3.825,-1.201,-7.476,5
4.801,-1.176,-8.007,5
5.34,-1.319,-8.035,5
5.611,-1.422,-7.937,5
5.45,-0.705,-8.604,5
5.539,-0.558,-8.751,5
5.797,-0.823,-8.518,5
5.525,-0.798,-8.32,5
5.645,-0.989,-8.333,5
6.2,-1.421,-8.58,5
6.176,-0.693,-9.555,5
6.211,-0.291,-10.135,5
6.434,-0.612,-9.938,5
5.757,-0.71,-9.245,5
5.233,-0.809,-8.729,6
5.677,-1.044,-9.001,5
5.936,-0.81,-10.12,5
6.107,-0.487,-11.324,5
6.206,-0.66,-11.238,5
5.99,-0.696,-10.678,5
5.576,-0.644,-9.818,5
5.163,-0.573,-9.136,5
4.502,-0.404,-8.578,5
3.601,-0.145,-8.084,5
3.503,-0.051,-7.992,5
3.467,0.07,-7.732,5
3.467,0.243,-7.202,5
3.53,0.257,-7.124,5
3.642,0.133,-7.386,5
3.839,-0.249,-8.25,5
4,-0.419,-8.632,5
4.187,-0.502,-8.77,5
4.533,-0.527,-8.573,5
4.71,-0.6,-8.648,5
4.764,-0.706,-8.845,5
4.518,-0.879,-8.808,5
4.325,-0.849,-8.946,5
