x,y,z,delta de t
4.176,-0.652,-9.23,5
4.065,-0.442,-9.133,5
4.036,-0.32,-9.078,5
4.11,-0.307,-9.078,5
3.632,-0.357,-8.988,5
2.744,-0.423,-8.985,5
2.534,-0.374,-8.935,6
2.451,-0.373,-9.032,5
2.472,-0.45,-9.241,5
2.719,-0.734,-9.685,5
2.957,-0.688,-9.369,5
3.122,-0.536,-8.817,5
2.839,-0.685,-9.015,5
2.576,-0.768,-8.939,5
2.335,-0.805,-8.668,5
2.286,-0.829,-8.409,5
2.278,-0.866,-8.256,5
2.315,-0.915,-8.219,5
2.478,-1.125,-8.502,5
2.623,-1.366,-8.811,5
2.722,-1.637,-9.12,5
2.82,-1.827,-9.316,5
2.889,-1.99,-9.432,5
2.876,-2.126,-9.395,5
2.855,-2.191,-9.349,5
2.823,-2.253,-9.343,5
2.786,-2.402,-9.462,5
2.735,-2.447,-9.35,5
2.609,-2.468,-9.198,5
2.09,-2.431,-8.988,5
1.832,-2.413,-8.887,5
1.82,-2.413,-8.887,5
1.831,-2.258,-9.017,5
1.874,-2.164,-9.138,5
1.961,-2.164,-9.237,6
2.238,-2.068,-9.261,5
2.471,-1.976,-9.266,5
2.532,-1.927,-9.253,5
2.641,-1.737,-9.176,5
2.739,-1.531,-9.095,5
2.739,-1.432,-9.082,5
2.755,-1.43,-9.062,5
2.777,-1.474,-9.045,5
2.777,-1.474,-9.094,5
2.811,-1.57,-9.11,5
2.873,-1.742,-9.097,5
2.898,-1.804,-9.122,5
2.872,-1.855,-9.155,5
3.012,-1.84,-9.155,5
3.059,-1.816,-9.11,5
3.139,-1.808,-9.04,5
3.3,-1.833,-8.929,5
3.352,-1.838,-8.857,5
3.416,-1.844,-8.774,5
3.601,-1.869,-8.626,5
3.675,-1.877,-8.546,5
3.74,-1.885,-8.51,5
4.048,-1.947,-8.56,5
4.248,-1.987,-8.602,5
4.374,-2.013,-8.637,5
4.572,-2.087,-8.612,5
4.661,-2.132,-8.581,5
4.637,-2.144,-8.544,6
4.624,-2.214,-8.519,5
4.611,-2.236,-8.513,5
4.599,-2.174,-8.538,5
4.771,-2.174,-8.573,5
4.919,-2.176,-8.582,5
4.907,-2.151,-8.52,5
4.778,-2.091,-8.468,5
4.626,-2.01,-8.425,5
4.577,-1.899,-8.412,5
4.659,-1.873,-8.392,5
4.81,-1.892,-8.368,5
4.847,-1.843,-8.343,5
4.839,-1.748,-8.344,5
4.79,-1.613,-8.369,5
4.693,-1.513,-8.381,5
4.573,-1.445,-8.399,5
4.425,-1.42,-8.424,5
4.33,-1.385,-8.448,5
4.287,-1.34,-8.52,5
4.336,-1.278,-8.692,5
4.272,-1.273,-8.733,5
4.174,-1.285,-8.728,5
4.075,-1.298,-8.703,5
3.935,-1.318,-8.687,5
3.776,-1.352,-8.683,5
3.628,-1.463,-8.744,5
3.328,-1.636,-8.87,5
3.063,-1.609,-8.963,6
2.853,-1.646,-9,5
2.717,-1.677,-9.015,5
2.667,-1.702,-9.003,5
2.774,-1.827,-9.046,5
2.876,-1.902,-9.091,5
2.937,-1.865,-9.128,5
2.979,-1.877,-9.057,5
3.013,-1.902,-8.992,5
3.038,-1.927,-9.029,5
3.097,-1.917,-9.048,5
3.191,-1.889,-9.066,5
3.401,-1.839,-9.115,5
3.303,-1.768,-8.996,5
3.009,-1.686,-8.773,5
3.046,-1.711,-8.81,5
3.143,-1.62,-8.841,5
3.304,-1.41,-8.866,5
3.638,-1.525,-8.995,5
3.803,-1.535,-9.128,5
3.683,-1.345,-9.259,5
3.49,-1.214,-9.297,5
3.256,-1.168,-9.257,5
3.12,-1.168,-9.282,5
2.984,-1.141,-9.18,5
2.947,-1.106,-9.104,5
3.354,-1.081,-9.351,5
3.349,-0.955,-9.481,5
3.146,-0.803,-9.507,5
3.455,-1.038,-9.112,6
3.822,-1.24,-8.879,5
4.242,-1.413,-8.793,5
4.469,-1.272,-8.983,5
4.738,-1.224,-9.129,5
5.072,-1.31,-9.203,5
5.426,-1.289,-9.341,5
5.665,-1.299,-9.494,5
5.653,-1.41,-9.654,5
5.755,-1.274,-9.938,5
5.912,-1.116,-10.192,5
6.147,-1.14,-10.204,5
6.152,-1.24,-10.199,5
5.791,-1.531,-10.042,5
5.68,-1.692,-9.931,5
5.436,-1.727,-9.889,5
5.09,-1.666,-9.905,5
4.72,-1.653,-10.152,5
4.515,-1.698,-10.381,5
4.502,-1.809,-10.591,5
4.647,-1.987,-10.868,5
4.935,-2.173,-11.029,5
5.454,-2.358,-10.967,5
5.803,-2.483,-11.094,5
6.059,-2.585,-11.16,5
6.157,-2.659,-10.914,5
6.1,-2.75,-10.797,5
5.973,-2.862,-10.735,5
5.824,-3.047,-10.673,6
5.699,-3.225,-10.671,5
5.598,-3.401,-10.701,5
5.696,-3.636,-10.603,5
5.623,-3.803,-10.418,5
5.376,-3.901,-10.146,5
4.516,-4.122,-10.072,5
3.905,-4.17,-9.992,5
3.56,-4.158,-9.831,5
3.048,-4.218,-9.629,5
2.616,-4.282,-9.387,5
2.455,-4.319,-9.066,5
2.066,-4.365,-8.745,5
1.579,-4.433,-8.477,5
1.011,-4.581,-8.44,5
0.419,-4.658,-8.372,5
-0.134,-4.694,-8.307,5
-0.146,-4.719,-8.48,5
-0.126,-4.744,-8.614,5
-0.077,-4.768,-8.712,5
0.117,-4.854,-8.896,5
0.225,-4.935,-9.055,5
0.212,-5.009,-9.178,5
0.417,-5.148,-9.421,5
0.663,-5.276,-9.603,5
0.935,-5.362,-9.628,5
1.312,-5.458,-9.595,5
1.698,-5.557,-9.469,5
2.011,-5.658,-9.081,6
2.184,-5.674,-8.991,5
2.298,-5.649,-8.973,5
2.606,-5.797,-8.738,5
2.732,-5.861,-8.553,5
2.716,-5.857,-8.414,5
2.506,-5.685,-8.785,5
2.434,-5.615,-8.93,5
2.521,-5.665,-8.819,5
2.585,-5.488,-8.821,5
2.507,-5.367,-8.699,5
2.186,-5.379,-8.341,5
1.845,-5.201,-8.043,5
1.564,-5.018,-7.791,5
1.465,-4.944,-7.631,5
1.13,-4.747,-7.488,5
0.766,-4.541,-7.368,5
0.766,-4.553,-7.331,5
0.616,-4.446,-7.129,5
0.38,-4.268,-6.831,5
0.318,-4.219,-6.72,5
-0.076,-4.136,-6.942,5
-0.136,-3.973,-6.92,5
0.042,-3.906,-6.702,5
0.262,-3.918,-6.569,5
0.533,-4.041,-6.569,5
0.564,-4.112,-6.527,5
0.552,-4.262,-6.529,5
0.539,-4.62,-6.652,6
0.564,-4.831,-6.583,5
0.615,-5.032,-6.406,5
0.726,-5.402,-6.06,5
0.964,-5.551,-5.834,5
1.212,-5.599,-5.718,5
0.854,-5.883,-6.051,5
0.636,-6.047,-6.292,5
0.537,-6.109,-6.452,5
0.305,-6.183,-6.369,5
0.156,-6.219,-6.25,5
0.119,-6.207,-6.089,5
-0.07,-6.216,-5.798,5
-0.247,-6.212,-5.592,5
-0.358,-6.175,-5.592,5
-0.61,-6.101,-5.823,5
-0.66,-6.085,-5.929,5
-0.783,-6.06,-5.978,5
-0.814,-6.211,-5.701,5
-0.816,-6.432,-5.307,5
-0.915,-6.555,-5.171,5
-1.07,-6.636,-5.177,5
-1.264,-6.685,-5.288,5
-1.314,-6.722,-5.387,5
-1.258,-6.736,-5.456,5
-1.085,-6.723,-5.493,5
-0.878,-6.757,-5.326,5
-0.65,-6.853,-5.122,5
-0.391,-7.05,-4.888,5
-0.384,-7.157,-4.886,6
-0.447,-7.263,-4.899,5
-0.546,-7.424,-4.812,5
-0.644,-7.496,-4.885,5
-0.735,-7.539,-5.023,5
-0.784,-7.613,-5.171,5
-0.743,-7.657,-5.274,5
-0.632,-7.688,-5.321,5
-0.323,-7.824,-4.95,5
-0.197,-7.891,-4.706,5
-0.246,-7.891,-4.582,5
-0.614,-7.773,-4.376,5
-0.852,-7.689,-4.236,5
-0.876,-7.665,-4.199,5
-0.943,-7.577,-4.152,5
-0.991,-7.493,-4.14,5
-0.979,-7.443,-4.214,5
-1.069,-7.366,-4.325,5
-1.158,-7.295,-4.406,5
-1.108,-7.282,-4.32,5
-1.131,-7.406,-4.218,5
-1.188,-7.596,-4.108,5
-1.2,-7.72,-4.009,5
-1.199,-7.803,-3.776,5
-1.187,-7.852,-3.43,5
-1.187,-7.803,-3.415,5
-1.16,-7.723,-3.53,5
-1.1,-7.603,-3.804,5
-1.016,-7.48,-4.122,6
-0.757,-7.422,-4.397,5
-0.337,-7.509,-4.261,5
-0.112,-7.644,-3.989,5
-0.07,-7.873,-3.651,5
-0.453,-8.367,-3.219,5
-0.7,-8.548,-3.083,5
-0.871,-8.57,-3.086,5
-0.945,-8.496,-3.111,5
-0.854,-8.516,-3.014,5
-0.645,-8.604,-2.819,5
-0.459,-8.765,-2.338,5
-0.416,-8.89,-2.034,5
-0.527,-8.976,-1.923,5
-0.73,-9.315,-1.995,5
-0.963,-9.552,-2.086,5
-1.235,-9.589,-2.185,5
-1.455,-9.575,-2.08,5
-1.601,-9.564,-1.945,5
-1.577,-9.589,-1.846,5
-1.674,-9.468,-1.915,5
-1.818,-9.29,-2.048,5
-1.999,-9.109,-2.215,5
-2.266,-8.849,-2.523,5
-2.582,-8.554,-2.901,5
-2.829,-8.443,-3.049,5
-3.082,-8.198,-3.159,5
-3.341,-7.828,-3.234,5
-3.196,-7.731,-3.343,6
-2.924,-7.634,-3.526,5
-2.492,-7.523,-3.81,5
-2.304,-7.518,-3.838,5
-2.041,-7.561,-3.819,5
-1.523,-7.672,-3.781,5
-1.238,-7.746,-3.707,5
-1.039,-7.859,-3.562,5
-0.878,-8.167,-3.192,5
-0.806,-8.29,-3.023,5
-0.755,-8.311,-2.98,5
-0.471,-8.299,-3.091,5
-0.044,-8.64,-3.168,5
0.498,-9.27,-3.217,5
0.97,-10.103,-2.84,5
0.774,-10.17,-2.539,5
0.663,-10.083,-2.563,5
0.12,-10.03,-2.732,5
-0.327,-10.01,-2.845,5
-0.5,-10.048,-2.82,5
-0.927,-10.026,-2.629,5
-1.322,-10.016,-2.415,5
-1.409,-10.09,-2.267,5
-1.418,-10.548,-1.888,5
-1.408,-11.127,-1.447,5
-1.482,-11.399,-1.249,5
-1.708,-11.721,-1.153,5
-2.032,-12.064,-1.135,5
-2.093,-12.015,-1.283,6
-2.4,-11.666,-1.611,5
-2.968,-11,-2.129,5
-3.029,-10.736,-2.244,5
-2.988,-10.412,-2.434,5
-2.84,-9.943,-2.792,5
-2.794,-9.761,-2.915,5
-2.761,-9.657,-2.991,5
-2.712,-9.595,-3.064,5
-2.691,-9.576,-3.155,5
-2.685,-9.557,-3.199,5
-2.71,-9.446,-2.989,5
-2.78,-9.412,-2.818,5
-2.865,-9.422,-2.665,5
-2.766,-9.41,-2.442,5
-2.712,-9.417,-2.304,5
-2.7,-9.441,-2.242,5
-2.676,-9.323,-2.013,5
-2.656,-9.266,-1.845,5
-2.644,-9.303,-1.771,5
-2.642,-9.426,-1.558,5
-2.634,-9.531,-1.37,5
-2.61,-9.568,-1.284,5
-2.66,-9.708,-1.094,5
-2.742,-9.852,-0.921,5
-2.854,-9.889,-0.934,5
-2.948,-9.894,-1.134,5
-3.025,-9.875,-1.403,5
-3.025,-9.801,-1.452,5
-2.849,-9.699,-1.581,6
-2.68,-9.614,-1.666,5
-2.531,-9.515,-1.678,5
-2.193,-9.411,-1.758,5
-1.625,-9.3,-1.918,5
-1.402,-9.267,-1.956,5
-1.191,-9.298,-1.894,5
-0.932,-9.434,-1.672,5
-0.811,-9.521,-1.529,5
-0.771,-9.622,-1.393,5
-0.869,-9.807,-1.22,5
-0.951,-9.932,-1.125,5
-1.073,-10.04,-1.052,5
-1.481,-10.201,-0.916,5
-1.705,-10.31,-0.847,5
-1.813,-10.382,-0.827,5
-2.134,-10.407,-0.913,5
-2.346,-10.419,-0.993,5
-2.445,-10.419,-1.067,5
-2.729,-10.338,-1.211,5
-2.944,-10.28,-1.316,5
-3.03,-10.268,-1.353,5
-3.22,-10.287,-1.442,5
-3.395,-10.318,-1.509,5
-3.481,-10.368,-1.497,5
-3.694,-10.39,-1.566,5
-3.913,-10.386,-1.658,5
-3.95,-10.312,-1.719,5
-4.104,-10.145,-1.82,6
-4.314,-9.938,-1.934,5
-4.388,-9.914,-1.934,5
-4.365,-9.843,-1.843,5
-4.254,-9.732,-1.67,5
-4.215,-9.669,-1.714,5
-4.162,-9.592,-1.831,5
-4.088,-9.493,-2.041,5
-4.09,-9.502,-2.165,5
-4.102,-9.555,-2.284,5
-4.114,-9.666,-2.42,5
-4.117,-9.682,-2.489,5
-4.089,-9.672,-2.564,5
-3.963,-9.672,-2.733,5
-3.837,-9.672,-2.901,5
-3.645,-9.63,-3.053,5
-3.533,-9.592,-3.127,5
-3.374,-9.514,-3.111,5
-3.176,-9.403,-3.026,5
-2.991,-9.341,-3.051,5
-2.795,-9.28,-3.024,5
-2.585,-9.218,-2.938,5
-2.509,-9.123,-2.975,5
-2.457,-9.015,-3.051,5
-2.42,-8.892,-3.174,5
-2.333,-8.738,-3.178,5
-2.243,-8.603,-3.16,5
-2.182,-8.541,-3.16,5
-2.129,-8.453,-3.203,6
-2.081,-8.357,-3.244,5
-2.044,-8.27,-3.17,5
-2.126,-8.117,-3.177,5
-2.284,-7.92,-3.234,5
-2.395,-7.735,-3.197,5
-2.53,-7.488,-3.111,5
-2.691,-7.18,-2.975,5
-2.808,-6.783,-2.769,5
-3.017,-6.52,-2.598,5
-3.19,-6.347,-2.339,5
-3.435,-6.268,-2.194,5
-3.738,-6.167,-1.98,5
-4.145,-5.969,-1.548,5
-4.297,-5.927,-1.29,5
-4.37,-5.921,-0.988,5
-4.494,-5.834,-0.235,5
-4.46,-5.842,0.117,5
-4.274,-5.928,0.244,5
-3.409,-6.274,0.417,5
-2.828,-6.547,0.485,5
-2.495,-6.757,0.46,5
-1.58,-7.318,0.581,5
-0.904,-7.721,0.635,5
-0.558,-7.907,0.598,5
0.123,-8.374,0.485,5
0.665,-8.747,0.362,5
0.826,-8.845,0.238,5
1.132,-8.977,-0.066,6
1.48,-9.118,-0.423,5
1.385,-9.115,-0.676,5
1.219,-9.097,-0.995,5
1.105,-9.097,-1.351,5
1.056,-9.097,-1.598,5
0.823,-9.224,-1.845,5
0.457,-9.446,-2.09,5
0.284,-9.643,-2.276,5
0.065,-10.106,-2.685,5
-0.206,-10.871,-3.352,5
-0.353,-11.151,-3.781,5
-0.597,-11.507,-4.355,5
-1.029,-12.075,-5.219,5
-1.23,-12.302,-5.291,5
-1.472,-12.424,-5.193,5
-1.978,-12.473,-5.131,5
-2.274,-12.4,-4.956,5
-2.589,-12.288,-4.648,5
-3.465,-12.239,-3.882,5
-3.9,-12.339,-3.559,5
-4.065,-12.544,-3.569,5
-4.517,-12.87,-4.396,5
-4.896,-12.544,-4.889,5
-4.884,-12.198,-4.938,5
-4.625,-11.512,-5.516,5
-4.358,-10.912,-5.8,5
-4.099,-10.467,-5.603,5
-3.504,-9.813,-3.499,5
-2.934,-9.148,-1.066,6
-2.564,-8.543,1.341,5
-2.654,-8.196,2.266,5
-2.848,-7.963,2.475,5
-2.823,-7.839,1.809,5
-2.854,-7.795,1.34,5
-2.906,-7.815,0.994,5
-2.856,-8.037,0.759,5
-2.534,-8.28,0.664,5
-1.979,-8.539,0.689,5
-1.252,-9.164,0.677,5
-0.745,-9.74,0.638,5
-0.523,-10.246,0.564,5
-0.781,-10.708,0.271,5
-1.177,-11.132,-0.105,5
-1.132,-11.343,-0.44,5
-0.572,-11.339,-0.478,5
-0.288,-11.221,-0.647,5
-0.214,-10.629,-1.215,5
-0.14,-10.279,-1.599,5
-0.099,-9.952,-1.901,5
-0.284,-8.989,-2.247,5
-0.462,-8.481,-2.465,5
-0.62,-8.313,-2.577,5
-0.163,-8.35,-2.231,5
0.24,-8.521,-1.751,5
0.586,-8.842,-1.121,5
1.489,-9.868,0.428,5
2.106,-10.64,1.588,6
2.155,-10.874,1.946,5
2.104,-11.069,2.304,5
2.02,-11.181,2.514,5
1.909,-11.095,2.316,5
1.851,-10.602,1.562,5
1.89,-10.035,0.735,5
2.322,-9.912,0.661,5
1.706,-10.034,-0.14,5
1.195,-10.359,-0.714,5
0.689,-10.631,-1.134,5
0.12,-10.846,-1.516,5
-0.509,-11.006,-1.862,5
-0.713,-10.836,-1.758,5
-1.344,-10.345,-1.459,5
-2.628,-9.406,-0.904,5
-3.089,-9.038,-0.855,5
-3.432,-8.71,-1.041,5
-3.827,-8.253,-1.572,5
-3.953,-8.093,-1.815,5
-3.892,-8.121,-1.988,5
-3.435,-8.503,-2.26,5
-3.098,-8.798,-2.427,5
-2.804,-9.083,-2.492,5
-2.298,-9.725,-2.121,5
-1.967,-10.051,-1.798,5
-1.781,-10.112,-1.514,5
-1.4,-10.211,-1.23,5
-1.154,-10.282,-1.094,6
-1.08,-10.319,-1.143,5
-1.215,-10.147,-1.192,5
-1.241,-9.962,-1.3,5
-1.006,-9.802,-1.523,5
-0.636,-9.855,-1.424,5
-0.333,-9.984,-1.332,5
-0.37,-10.169,-1.542,5
-0.01,-10.236,-1.845,5
0.501,-10.271,-2.07,5
0.809,-10.457,-1.515,5
0.651,-10.556,-1.089,5
0.165,-10.59,-0.762,5
-0.094,-10.541,-0.664,5
-0.613,-10.361,-0.565,5
-1.415,-10.04,-0.466,5
-1.428,-9.731,-0.413,5
-1.235,-9.506,-0.331,5
-0.803,-9.419,-0.195,5
-0.981,-9.17,-0.395,5
-1.499,-8.866,-0.546,5
-2.573,-8.508,-0.373,5
-2.486,-8.568,0.274,5
-2.185,-8.661,0.392,5
-2.086,-8.686,-0.002,5
-2.056,-8.726,-0.198,5
-2.063,-8.789,-0.262,5
-2.002,-9.048,-0.188,5
-1.991,-9.212,-0.121,6
-2.028,-9.286,-0.059,5
-1.649,-9.693,-0.057,5
-1.386,-9.996,-0.087,5
-1.312,-10.132,-0.161,5
-1.206,-10.48,-0.427,5
-1.182,-10.76,-0.677,5
-1.355,-10.809,-0.825,5
-1.369,-10.756,-1.151,5
-1.335,-10.662,-1.457,5
-1.31,-10.538,-1.47,5
-1.35,-10.124,-1.62,5
-1.418,-9.598,-1.824,5
-1.43,-9.438,-1.873,5
-1.4,-9.315,-2.008,5
-1.335,-9.222,-2.211,5
-1.417,-9.281,-2.388,5
-1.589,-9.531,-2.37,5
-1.676,-9.815,-2.148,5
-1.718,-9.911,-1.959,5
-1.674,-9.968,-1.825,5
-1.476,-9.993,-1.788,5
-1.318,-10.096,-1.83,5
-1.113,-10.204,-1.822,5
-0.73,-10.266,-1.6,5
-0.518,-10.268,-1.378,5
-0.386,-10.2,-1.084,5
-0.275,-9.867,-0.343,5
-0.258,-9.65,0.027,5
-0.31,-9.513,0.127,6
-0.421,-9.365,-0.057,5
-0.526,-9.373,-0.23,5
-0.625,-9.546,-0.391,5
-1.15,-10.502,-0.701,5
-1.568,-11.26,-0.956,5
-1.766,-11.605,-1.104,5
-2.249,-12.42,-1.589,5
-2.676,-13.142,-2.052,5
-2.8,-13.365,-2.275,5
-2.968,-13.722,-2.785,5
-3.125,-14.076,-3.352,5
-3.15,-14.174,-3.686,5
-3.013,-14.134,-4.366,5
-2.796,-14.002,-5.202,5
-2.809,-13.755,-5.362,5
-2.879,-13.283,-5.387,5
-3.002,-12.604,-5.289,5
-2.982,-12.356,-5.022,5
-3.164,-11.905,-4.493,5
-3.633,-11.152,-3.604,5
-3.899,-10.773,-3.282,5
-4.134,-10.184,-2.97,5
-4.368,-9.011,-2.488,5
-4.433,-8.356,-2.431,5
-4.427,-7.698,-2.476,5
-4.353,-6.426,-2.414,5
-4.295,-5.823,-2.271,5
-4.241,-5.537,-2.013,6
-4.105,-5.077,-1.176,5
-3.583,-5.352,-0.923,5
-3.307,-5.581,-0.863,5
-2.344,-6.865,-1.246,5
-1.678,-7.801,-1.517,5
-1.37,-8.319,-1.652,5
-0.682,-9.83,-2,5
-0.192,-10.983,-2.279,5
-0.143,-11.279,-2.39,5
0.192,-11.615,-2.531,5
0.519,-11.832,-2.639,5
0.606,-11.659,-2.627,5
0.847,-10.832,-2.606,5
1.098,-9.811,-2.58,5
1.012,-9.317,-2.543,5
1.021,-8.464,-2.432,5
1.092,-7.401,-2.28,5
1.092,-7.142,-2.304,5
0.958,-6.81,-2.456,5
0.687,-6.402,-2.74,5
0.589,-6.354,-2.873,5
0.412,-6.367,-3.045,5
0.187,-6.442,-3.099,5
0.06,-6.475,-3.092,5
-0.117,-6.545,-3.051,5
-0.462,-6.731,-2.94,5
-0.636,-6.771,-2.902,5
-0.781,-6.767,-2.907,6
-1.077,-6.804,-2.994,5
-1.257,-6.803,-3.064,5
-1.397,-6.771,-3.144,5
-1.878,-6.66,-3.428,5
-2.119,-6.588,-3.607,5
-2.144,-6.551,-3.694,5
-2.144,-6.538,-3.816,5
-2.149,-6.536,-3.898,5
-2.162,-6.548,-3.923,5
-1.743,-6.809,-3.926,5
-1.369,-7.049,-3.91,5
-1.221,-7.173,-3.86,5
-1.111,-7.496,-3.84,5
-1.036,-7.817,-3.822,5
-1.048,-7.915,-3.785,5
-0.797,-8.245,-3.712,5
-0.705,-8.324,-3.597,5
-0.68,-8.422,-3.573,5
-0.586,-8.57,-3.638,5
-0.44,-8.753,-3.774,5
-0.452,-8.79,-3.922,5
-0.476,-8.822,-4.127,5
-0.513,-8.846,-4.399,5
-0.505,-8.848,-4.536,5
-0.51,-8.782,-4.598,5
-0.547,-8.597,-4.548,5
-0.554,-8.511,-4.578,5
-0.482,-8.475,-4.656,6
-0.198,-8.512,-4.817,5
0.007,-8.54,-4.864,5
0.237,-8.585,-4.879,5
0.793,-8.746,-4.978,5
1.171,-8.81,-4.995,5
1.444,-8.813,-4.966,5
2,-8.875,-5.089,5
2.316,-8.918,-5.201,5
2.39,-8.943,-5.299,5
2.196,-8.921,-5.386,5
1.952,-8.867,-5.444,5
1.656,-8.768,-5.456,5
0.694,-8.451,-5.24,5
-0.173,-8.172,-5.041,5
-0.506,-8.086,-4.992,5
-1.159,-8.045,-4.997,5
-1.799,-8.043,-4.99,5
-1.898,-8.142,-4.842,5
-1.965,-8.406,-4.623,5
-1.999,-8.746,-4.388,5
-1.863,-8.894,-4.412,5
-1.628,-9.214,-4.299,5
-1.307,-9.683,-4.064,5
-1.386,-9.861,-3.926,5
-1.568,-10.507,-3.87,5
-1.877,-11.778,-3.92,5
-1.969,-12.258,-3.904,5
-1.969,-12.658,-3.808,6
-1.842,-13.118,-3.564,5
-1.806,-13.54,-3.334,5
-2.087,-13.874,-3.237,5
-2.26,-14.417,-3.409,5
-2.4,-14.86,-3.599,5
-2.486,-15.368,-3.808,5
-2.301,-16.689,-4.105,5
-2.165,-17.433,-4.288,5
-2.058,-17.714,-4.367,5
-1.552,-16.529,-3.342,5
-1.121,-15.379,-2.629,5
-0.775,-14.267,-2.271,5
-0.418,-10.117,-0.839,5
-0.249,-6.74,0.439,5
-0.409,-5.21,1.279,5
-1.272,-2.035,2.248,5
-2.049,0.674,2.833,5
-2.123,0.982,2.241,5
-2.661,0.039,-0.364,5
-3.3,-1.304,-3.36,5
-3.46,-2.044,-4.027,5
-3.653,-3.89,-4.376,5
-3.868,-6.454,-4.52,5
-3.663,-7.542,-4.084,5
-3.232,-9.119,-3.16,5
-2.578,-11.181,-1.753,5
-2.112,-12.033,-1.168,5
-1.369,-13.119,-0.61,5
-0.196,-14.65,-0.03,6
-0.06,-15.029,-0.088,5
-0.19,-14.659,-0.437,5
-0.511,-13.005,-1.203,5
-0.648,-12.013,-1.655,5
-0.791,-11.07,-1.898,5
-1.224,-9.391,-1.713,5
-1.394,-8.521,-1.464,5
-1.416,-8.071,-1.122,5
-1.416,-7.318,-0.196,5
-1.41,-6.911,0.349,5
-1.397,-6.8,0.572,5
-1.263,-7.201,0.148,5
-1.251,-7.485,-0.143,5
-1.399,-7.608,-0.255,5
-1.603,-8.415,-0.361,5
-1.359,-9.118,-0.466,5
-1.186,-9.353,-0.429,5
-0.762,-9.79,-0.073,5
-0.354,-10.218,0.311,5
-0.23,-10.428,0.496,5
-0.182,-10.697,0.639,5
-0.182,-10.957,0.761,5
-0.269,-10.969,0.872,5
-0.327,-10.896,0.884,5
-0.362,-10.761,0.822,5
-0.312,-10.625,0.747,5
-0.368,-10.302,0.586,5
-0.541,-9.771,0.327,6
-0.6,-9.616,0.34,5
-0.763,-9.547,0.282,5
-1.121,-9.572,0.059,5
-1.298,-9.627,0,5
-1.506,-9.656,-0.032,5
-1.913,-9.594,-0.081,5
-2.073,-9.541,-0.095,5
-2.146,-9.516,-0.143,5
-2.305,-9.511,-0.199,5
-2.427,-9.465,-0.168,5
-2.517,-9.442,-0.194,5
-2.665,-9.442,-0.243,5
-2.826,-9.436,-0.274,5
-2.999,-9.424,-0.286,5
-3.148,-9.128,-0.322,5
-3.301,-8.949,-0.374,5
-3.462,-8.962,-0.448,5
-3.084,-8.7,-0.29,5
-2.843,-8.466,-0.149,5
-3.127,-8.404,-0.136,5
-2.725,-8.519,0.042,5
-2.181,-8.677,0.257,5
-1.984,-8.775,0.393,5
-1.714,-8.898,0.488,5
-1.426,-9.028,0.556,5
-1.327,-9.102,0.569,5
-1.316,-9.122,0.527,5
-1.378,-9.098,0.441,6
-1.464,-9.232,0.403,5
-1.761,-9.437,0.211,5
-1.761,-9.632,0.055,5
-1.816,-9.774,0.005,5
-1.811,-9.956,0.002,5
-1.675,-10.227,0.063,5
-1.666,-10.256,0.125,5
-1.658,-10.178,0.146,5
-1.547,-9.968,0.035,5
-1.512,-9.834,-0.058,5
-1.534,-9.671,-0.176,5
-1.694,-9.091,-0.497,5
-1.747,-8.784,-0.725,5
-1.726,-8.674,-0.891,5
-1.825,-8.6,-1.249,5
-1.917,-8.608,-1.483,5
-2.004,-8.707,-1.582,5
-1.999,-8.943,-1.623,5
-1.959,-9.116,-1.633,5
-1.872,-9.165,-1.596,5
-1.949,-9.255,-1.365,5
-1.989,-9.327,-1.168,5
-1.841,-9.327,-1.168,5
-1.577,-9.176,-0.696,5
-1.279,-9.014,-0.121,5
-1.032,-9.088,0.063,5
-0.64,-9.361,0.439,5
-0.181,-9.743,0.905,6
-0.046,-9.94,0.979,5
-0.082,-10.348,0.983,5
-0.279,-10.953,0.921,5
-0.393,-11.331,0.836,5
-0.652,-12.027,0.632,5
-1.121,-13.188,0.262,5
-1.187,-13.711,0.062,5
-1.244,-14.268,-0.118,5
-1.429,-15.132,-0.315,5
-1.427,-15.472,-0.223,5
-1.401,-15.602,-0.132,5
-1.512,-15.565,-0.403,5
-1.591,-15.463,-0.651,5
-1.671,-15.306,-0.886,5
-1.91,-14.961,-1.125,5
-2.149,-14.615,-1.364,5
-2.451,-14.441,-1.646,5
-2.87,-14.256,-1.795,5
-3.224,-14.093,-1.932,5
-3.495,-13.957,-2.055,5
-4.354,-13.002,-2.599,5
-5.032,-12.175,-3.115,5
-5.242,-11.767,-3.486,5
-5.54,-10.752,-3.895,5
-5.783,-9.789,-4.195,5
-5.783,-9.48,-4.121,5
-6.014,-8.924,-3.672,5
-6.333,-8.309,-3.075,5
-6.568,-8.013,-2.606,6
-7.194,-7.376,-1.963,5
-8.073,-6.525,-1.228,5
-8.344,-6.352,-1.315,5
-8.622,-6.556,-1.575,5
-8.906,-7.161,-2.019,5
-8.671,-7.766,-2.256,5
-8.353,-8.851,-2.433,5
-7.959,-10.715,-2.537,5
-7.679,-11.724,-2.393,5
-7.277,-12.467,-2.032,5
-6.45,-13.356,-1.353,5
-5.883,-13.715,-0.979,5
-5.262,-13.787,-0.696,5
-3.929,-13.441,-0.301,5
-3.173,-13.095,-0.168,5
-2.736,-12.688,-0.216,5
-1.921,-11.49,-0.562,5
-1.461,-10.718,-0.927,5
