x,y,z,deltaT
0.124,7.762,0.186,5
0.099,8.019,0.378,5
0.352,8.193,0.938,5
0.136,8.464,1.148,5
-0.131,8.794,1.075,5
-0.124,8.973,1.295,5
0.167,9.123,2.135,5
0.428,9.138,3.116,5
0.68,9.034,3.867,5
0.804,8.888,4.421,5
0.891,8.766,4.606,5
0.899,8.644,4.526,5
0.881,8.568,4.232,5
0.798,8.662,3.7,5
0.714,8.735,3.18,5
0.69,8.796,2.694,5
0.585,8.81,2.306,5
0.508,8.807,1.914,5
0.573,8.757,1.794,5
0.594,8.687,1.817,6
0.709,8.619,1.858,5
0.694,8.571,1.936,5
0.789,8.347,1.95,5
0.728,8.312,1.899,5
0.843,8.307,1.983,5
0.843,8.255,2.15,5
0.843,8.279,2.321,5
1.243,8.084,2.651,5
1.114,8.004,2.822,5
1.053,8.048,2.836,5
1.266,7.88,2.913,5
1.034,7.776,2.815,5
0.963,7.84,2.365,5
1.061,7.983,2.058,5
1.209,8.028,1.828,5
0.917,8.044,1.615,5
0.588,8.278,1.196,5
0.721,8.387,1.1,5
0.745,8.566,1.272,5
0.751,8.729,1.55,5
0.766,8.844,1.905,5
0.836,8.948,2.226,5
0.881,8.944,2.472,5
0.832,8.944,2.652,5
0.804,8.923,2.809,5
0.804,8.906,2.866,5
0.762,8.841,2.829,5
0.721,8.779,2.791,5
0.659,8.742,2.643,6
0.527,8.697,2.512,5
0.425,8.707,2.829,5
0.423,8.756,3.134,5
0.346,9.004,3.335,5
0.268,9.271,3.543,5
0.252,9.472,3.592,5
0.221,9.648,3.652,5
0.119,9.818,3.582,5
-0.018,10.126,3.48,5
-0.061,10.297,2.968,5
-0.232,10.406,2.616,5
-0.322,10.472,2.528,5
-0.39,10.492,2.589,5
-0.438,10.477,2.551,5
-0.628,10.434,2.348,5
-0.785,10.46,2.181,5
-0.869,10.663,2.008,5
-0.948,10.809,1.857,5
-1.068,10.86,1.765,5
-1.1,10.904,1.781,5
-0.978,10.97,1.767,5
-0.819,11.093,1.743,5
-0.606,11.271,1.637,5
-0.417,11.446,1.578,5
-0.037,11.613,1.766,5
0.314,11.764,2.143,5
0.792,11.991,2.963,5
1.368,12.089,4.057,6
1.774,12.186,4.881,5
1.97,12.316,5.63,5
2.164,12.419,6.126,5
2.304,12.539,6.571,5
2.691,12.622,6.944,5
2.742,12.622,6.957,5
2.769,12.883,6.676,5
2.549,13.237,6.243,5
2.695,13.65,5.795,5
2.829,13.848,5.27,5
2.519,13.741,4.429,5
2.399,13.256,3.935,5
2.561,12.664,3.885,5
2.684,12.04,4.194,5
2.203,11.282,4.143,5
1.72,10.576,3.921,5
1.396,10.115,3.689,5
1.153,10.094,3.62,5
0.942,10.384,4.069,5
0.804,10.649,4.698,5
0.367,10.662,5.292,5
-0.375,10.422,5.501,5
-0.562,10.455,5.507,5
-0.997,10.101,5.606,5
-1.498,9.703,5.228,5
-1.916,9.421,4.27,5
-2.264,9.302,3.222,5
-2.625,9.236,2.076,6
-2.724,9.316,0.922,5
-2.933,9.319,-0.462,5
-3.308,9.332,-1.898,5
-3.816,9.501,-3.237,5
-4.058,9.588,-4.278,5
-4.131,9.626,-5.038,5
-4.123,9.569,-5.358,5
-3.636,9.728,-4.846,5
-2.961,9.939,-4.008,5
-2.332,10.118,-3.233,5
-1.841,10.133,-2.524,5
-1.452,10.028,-1.59,5
-0.973,9.933,-0.588,5
-0.611,9.705,0.222,5
-0.183,9.575,0.733,5
0.057,9.49,0.913,5
0.101,9.335,0.779,5
0.329,9.027,0.705,5
0.589,8.576,1.083,5
1.046,8.142,1.485,5
1.628,7.712,1.634,5
1.996,7.261,1.919,5
1.979,7,1.524,5
1.793,6.735,1.002,5
1.578,6.428,0.683,5
1.612,6.252,0.445,5
1.527,5.795,-0.196,5
1.106,5.665,-0.96,6
1.032,5.827,-1.383,5
0.807,5.815,-1.589,5
0.816,5.772,-1.716,5
0.804,5.745,-1.55,5
0.786,5.601,-1.151,5
0.711,5.548,-0.868,5
0.623,5.468,-0.785,5
0.433,5.39,-0.775,5
0.247,5.251,-0.823,5
0.138,5.396,-0.817,5
0.063,5.637,-0.771,5
0.047,5.824,-0.926,5
-0.071,5.786,-1.002,5
-0.202,5.788,-1.286,5
-0.338,5.867,-1.551,5
-0.436,6.045,-1.771,5
-0.537,6.115,-1.98,5
-0.697,6.215,-2.095,5
-0.828,6.312,-2.241,5
-0.705,6.458,-2.2,5
-0.692,6.574,-2.169,5
-0.784,6.693,-2.205,5
-0.752,6.709,-2.27,5
-0.858,6.617,-2.12,5
-0.811,6.535,-2.026,5
-0.713,6.46,-1.766,5
-0.634,6.381,-1.377,5
-0.629,6.382,-1.144,5
-0.517,6.359,-1.082,6
-0.36,6.261,-0.828,5
-0.149,6.169,-0.771,5
-0.112,6.243,-0.96,5
-0.146,6.405,-1.192,5
-0.015,6.674,-1.461,5
0.06,7.007,-1.738,5
0.092,7.489,-1.9,5
0.193,7.791,-2.043,5
0.486,8.017,-2.123,5
0.717,8.289,-2.296,5
0.842,8.55,-2.327,5
1.101,8.916,-2.15,5
1.44,9.259,-1.89,5
1.544,9.57,-1.67,5
1.83,10.054,-1.219,5
2.424,10.673,-0.651,5
2.902,11.349,-0.19,5
3.327,12.103,-0.088,5
3.512,12.963,-0.212,5
3.743,13.505,-0.467,5
3.988,13.931,-0.734,5
4.041,14.25,-0.852,5
4.095,14.346,-0.865,5
4.131,14.158,-0.765,5
3.93,13.75,-0.844,5
3.614,13.326,-1.257,5
3.324,12.93,-1.579,5
3.09,12.686,-1.679,6
2.897,12.409,-1.864,5
2.516,12.191,-2.168,5
2.304,11.887,-2.35,5
1.977,11.421,-2.598,5
1.714,11.002,-3.124,5
1.479,10.568,-3.855,5
1.169,10.255,-4.242,5
1.194,10.011,-4.455,5
1.15,9.993,-4.527,5
1.028,10.083,-4.774,5
0.794,10.118,-5.156,5
0.517,10.191,-5.563,5
0.331,10.299,-5.843,5
0.288,10.415,-5.732,5
0.411,10.813,-5.729,5
0.441,11.487,-5.725,5
0.664,12.646,-5.664,5
0.763,14.064,-5.528,5
0.709,15.528,-4.865,5
0.663,16.737,-3.818,5
0.516,17.712,-2.077,5
0.542,18.212,-0.22,5
0.352,18.127,0.855,5
-0.754,17.288,0.809,5
-2.712,15.388,-0.119,5
-4.491,13.065,0.241,5
-3.687,10.513,1.187,5
-1.71,6.83,2.128,6
-2.887,4.109,2.13,5
-4.358,3.989,0.16,5
-3.865,3.892,0.713,5
-4.117,3.642,1.429,5
-4.857,3.727,0.97,5
-5.127,4.245,0.756,5
-5.067,4.902,1.008,5
-5.332,5.811,1.46,5
-5.705,6.337,1.165,5
-5.553,6.821,0.987,5
-5.371,7.035,1.251,5
-4.728,7.11,1.269,5
-4.229,7.294,1.36,5
-3.634,7.745,1.268,5
-2.845,8.407,1.123,5
-2.365,8.958,1.426,5
-1.952,8.877,1.752,5
-1.537,8.678,1.714,5
-1.049,8.471,1.5,5
-0.459,8.432,1.323,5
0.167,8.466,1.197,5
0.631,8.38,1.202,5
0.794,8.302,1.305,5
0.977,8.529,1.385,5
1.283,8.795,1.551,5
1.806,9.222,1.812,5
1.97,9.605,1.981,5
2.01,9.996,1.884,6
2.128,10.297,1.341,5
2.052,10.51,0.649,5
2.006,10.657,0.54,5
2.109,10.725,0.652,5
2.164,10.601,0.629,5
1.807,10.308,0.723,5
1.577,9.986,1.084,5
1.502,9.598,1.576,5
1.326,9.31,1.872,5
1.173,9.19,1.703,5
0.832,9.109,1.557,5
0.619,8.981,1.272,5
0.296,8.926,0.667,5
0.021,8.901,0.104,5
-0.184,8.915,-0.3,5
-0.297,8.811,-0.436,5
-0.473,8.655,-0.333,5
-0.708,8.593,-0.089,5
-0.839,8.53,0.216,5
-1.084,8.489,0.491,5
-1.185,8.468,0.96,5
-1.031,8.501,1.578,5
-0.936,8.523,1.94,5
-0.807,8.523,1.88,5
-0.789,8.585,1.919,5
-0.628,8.746,2.186,5
-0.334,8.996,2.381,5
-0.147,9.178,2.527,5
-0.024,9.251,2.444,6
0.123,9.324,2.201,5
0.119,9.38,2.024,5
0.221,9.366,1.846,5
0.205,9.341,1.666,5
0.249,9.281,1.352,5
0.249,9.214,0.984,5
0.172,9.146,0.685,5
0.122,8.979,0.445,5
-0.013,8.845,0.329,5
-0.035,8.687,0.434,5
0.039,8.528,0.658,5
0.044,8.368,0.876,5
-0.033,8.213,1.161,5
-0.031,7.994,1.442,5
-0.032,7.825,1.425,5
0.004,7.733,1.292,5
0.094,7.587,1.208,5
0.067,7.469,1.312,5
0.068,7.342,1.28,5
0.172,7.339,1.149,5
0.151,7.362,1.234,5
0.148,7.554,1.373,5
0.435,7.707,1.389,5
0.336,7.836,1.104,5
-0.157,8.261,0.553,5
0.073,8.351,0.801,5
0.033,8.522,0.747,5
0.113,8.524,1.009,6
0.163,8.389,1.476,5
0.144,8.409,1.865,5
0.184,8.519,2.149,5
0.17,8.729,2.279,5
0.147,8.985,2.299,5
0.184,9.097,2.454,5
0.14,9.149,2.63,5
0.144,9.203,2.64,5
0.062,9.293,2.641,5
-0.034,9.414,2.676,5
-0.17,9.499,2.7,5
-0.301,9.639,2.724,5
-0.354,9.72,2.708,5
-0.424,9.775,2.605,5
-0.594,9.889,2.273,5
-0.658,9.993,1.926,5
-0.734,10.138,1.779,5
-0.658,10.326,1.538,5
-0.717,10.591,1.271,5
-0.748,10.738,0.964,5
-0.7,10.829,0.927,5
-0.726,10.935,0.995,5
-0.957,11.085,1.193,5
-0.886,11.175,1.393,5
-0.7,11.12,1.455,5
-0.765,11.035,1.41,5
-0.699,11.137,1.235,5
-0.657,11.333,0.894,6
-0.862,11.377,0.665,5
-0.711,11.709,0.488,5
-0.685,11.983,0.373,5
-0.522,12.061,0.342,5
-0.233,12.217,0.571,5
-0.06,12.388,1.061,5
0.228,12.589,1.854,5
0.607,12.834,2.936,5
0.911,13.078,3.838,5
1.094,13.34,4.533,5
1.254,13.5,5.022,5
1.283,13.522,5.583,5
0.974,13.279,6.06,5
1.124,13.114,6.429,5
0.955,12.794,6.356,5
1.109,12.984,6.073,5
0.988,13.216,5.496,5
1.144,13.664,4.765,5
1.315,13.817,3.828,5
1.211,13.812,3.061,5
0.939,13.82,2.708,5
0.694,13.663,2.415,5
0.513,13.15,2.371,5
-0.143,12.121,2.304,5
-0.987,11.231,2.335,5
-1.195,10.776,2.686,5
-1.396,10.478,3.119,5
-1.586,10.371,3.577,6
-1.788,10.291,4.026,5
-2.046,10.185,4.442,5
-2.368,10.05,4.435,5
-2.604,9.705,4.028,5
-2.825,9.376,3.673,5
-2.922,9.063,3.219,5
-3.064,8.896,2.303,5
-3.012,8.883,1.04,5
-2.976,9.064,0.043,5
-3.177,9.269,-0.78,5
-3.393,9.333,-1.392,5
-3.424,9.069,-2.023,5
-3.657,8.901,-2.619,5
-3.775,9.008,-3.08,5
-3.614,9.141,-3.017,5
-3.602,9.214,-2.944,5
-3.285,9.193,-2.669,5
-2.955,9.287,-2.259,5
-2.58,9.374,-1.826,5
-2.175,9.385,-1.334,5
-1.646,9.289,-0.785,5
-1.26,9.065,-0.296,5
-0.97,8.831,-0.041,5
-0.76,8.706,0.206,5
-0.338,8.612,0.55,5
0.009,8.514,0.717,5
0.399,8.319,0.778,5
0.674,7.784,0.82,5
0.753,7.499,0.736,6
0.958,7.564,0.342,5
1.227,7.598,-0.033,5
1.666,7.546,-0.172,5
1.84,7.35,-0.313,5
1.616,7.176,-0.361,5
1.434,7.03,-0.391,5
1.569,6.933,-0.443,5
1.715,6.905,-0.499,5
1.422,6.771,-0.621,5
0.985,6.547,-0.827,5
1.068,6.473,-0.892,5
1.077,6.482,-0.941,5
0.889,6.549,-1.09,5
0.652,6.473,-1.051,5
0.674,6.38,-0.769,5
0.495,6.425,-0.748,5
0.288,6.369,-1.081,5
-0.007,6.357,-1.47,5
-0.125,6.339,-1.887,5
-0.259,6.376,-2.203,5
-0.427,6.414,-2.401,5
-0.466,6.385,-2.5,5
-0.559,6.434,-2.635,5
-0.716,6.468,-2.795,5
-0.805,6.531,-2.642,5
-0.99,6.645,-2.499,5
-0.955,6.742,-2.194,5
-0.969,6.773,-2.078,6
-1.039,6.906,-2.093,5
-1.077,7.01,-2.109,5
-1.003,6.997,-1.888,5
-0.906,6.92,-1.589,5
-0.915,6.869,-1.515,5
-0.926,6.77,-1.644,5
-0.844,6.667,-1.572,5
-0.804,6.453,-1.551,5
-0.842,6.287,-1.562,5
-0.703,6.141,-1.44,5
-0.653,6.043,-1.429,5
-0.552,6.054,-1.399,5
-0.327,6.115,-1.186,5
-0.329,6.335,-1.326,5
-0.169,6.663,-1.596,5
0.038,6.996,-1.6,5
0.047,7.367,-1.849,5
0.128,7.616,-2.175,5
0.172,7.934,-2.3,5
0.232,8.325,-2.464,5
0.415,8.803,-2.493,5
0.584,9.25,-2.228,5
0.774,9.673,-1.726,5
1.038,10.178,-1.502,5
1.547,10.801,-1.185,5
1.789,11.558,-0.808,5
1.843,12.319,-0.746,5
1.943,13.028,-1.138,6
2.11,13.606,-1.52,5
2.491,13.983,-1.723,5
2.652,13.995,-1.753,5
2.902,13.757,-1.845,5
3.161,13.415,-1.992,5
3.033,12.904,-1.862,5
2.923,12.4,-1.75,5
2.886,11.949,-1.824,5
2.695,11.587,-1.839,5
2.379,11.404,-1.907,5
2.088,11.059,-2.26,5
2.073,10.741,-2.632,5
1.993,10.531,-2.641,5
2.066,10.303,-2.566,5
2.161,10.122,-2.674,5
2.267,9.959,-2.998,5
2.133,9.747,-3.459,5
2.074,9.51,-3.796,5
2.258,9.354,-4.013,5
2.228,9.22,-4.113,5
2.126,9.078,-4.155,5
2.212,9.005,-4.143,5
2.25,8.839,-4.456,5
1.935,8.616,-4.674,5
2.046,8.428,-4.744,5
2.113,8.228,-4.632,5
1.998,8.242,-4.542,5
1.479,8.078,-4.725,6
1.409,8.044,-5.009,5
1.194,8.044,-5.208,5
0.99,7.973,-5.143,5
0.851,8.099,-4.612,5
0.899,8.345,-4.327,5
0.819,8.969,-4.448,5
0.922,10.26,-4.641,5
1.071,12.087,-4.949,5
1.22,13.959,-4.925,5
1.448,15.776,-4.47,5
1.747,17.366,-3.499,5
1.729,18.839,-2.031,5
1.368,20.221,-0.853,5
1.083,20.675,-0.093,5
0.669,19.259,-0.051,5
-0.641,16.247,-0.798,5
-1.815,13.298,-0.458,5
-1.724,11.137,-0.455,5
-1.355,9.126,0.109,5
-1.54,6.553,3.107,5
-2.593,5.959,1.524,5
-2.168,6.083,2.012,5
-2.785,5.759,3.363,5
-3.361,5.573,3.054,5
-3.848,5.843,2.424,5
-3.847,6.353,2.083,5
-3.849,7.211,1.706,5
-4.358,7.566,0.994,5
-4.385,7.336,0.539,6
-4.395,6.517,0.661,5
-4.242,5.654,0.881,5
-3.981,5.158,1.174,5
-3.794,4.859,1.423,5
-3.426,4.953,1.814,5
-2.866,5.248,1.807,5
-2.212,5.85,1.313,5
-1.794,6.542,0.755,5
-1.441,6.959,0.377,5
-0.968,7.106,0.191,5
-0.714,7.445,0.056,5
-0.207,8.011,0.007,5
0.262,8.519,0.047,5
0.684,8.884,0.258,5
0.955,9.291,0.569,5
1.29,9.675,0.731,5
1.366,9.877,1.028,5
1.503,9.992,1.292,5
1.909,10.348,1.476,5
2.028,10.532,1.542,5
2.121,10.717,1.561,5
2.224,10.783,1.335,5
2.257,10.777,1.084,5
2.12,10.619,0.827,5
2.169,10.351,0.714,5
2.026,10.216,0.919,5
1.869,9.906,1.176,5
1.673,9.563,1.424,6
1.612,9.226,1.347,5
1.254,9.147,1.365,5
1.093,9.051,1.38,5
0.888,8.851,1.229,5
0.705,8.711,1.15,5
0.578,8.566,1.211,5
0.442,8.424,1.32,5
0.386,8.179,1.425,5
0.076,8.504,1.25,5
0.264,8.465,1.038,5
0.147,8.292,1.4,5
0.08,8.217,1.456,5
0.021,8.304,1.306,5
-0.056,8.417,1.216,5
-0.134,8.398,1.318,5
-0.19,8.334,1.419,5
-0.171,8.449,1.463,5
-0.16,8.665,1.459,5
-0.136,8.917,1.458,5
-0.105,9.122,1.365,5
-0.132,9.171,1.46,5
-0.024,9.284,1.603,5
-0.017,9.364,1.628,5
0.028,9.282,1.66,5
0.124,9.193,1.743,5
0.162,9.09,1.707,5
0.037,9.042,1.584,5
-0.035,9.084,1.45,6
-0.261,9.12,1.375,5
-0.165,9.053,1.261,5
0.112,8.898,1.117,5
0.111,8.848,0.995,5
0.147,8.888,0.781,5
0.555,9.016,0.507,5
0.89,9,0.515,5
1.159,8.82,0.67,5
1.043,8.802,0.84,5
0.682,8.698,0.535,5
1.041,8.814,0.127,5
1.473,8.956,0.323,5
1.491,8.963,0.836,5
0.849,9.086,1.066,5
0.829,9.207,1.374,5
0.867,9.479,1.519,5
0.733,9.722,1.312,5
0.67,9.638,1.15,5
0.431,9.384,0.889,5
0.443,9.234,0.54,5
0.498,8.95,0.666,5
0.857,9.097,1.49,5
0.698,9.158,1.932,5
0.385,9.174,2.299,5
0.508,8.988,2.893,5
0.602,8.962,3.792,5
0.203,9.381,2.681,5
0.684,9.777,1.012,6
0.202,9.756,1.1,5
0.24,9.643,2.018,5
0.292,9.589,2.779,5
0.306,9.519,2.711,5
0.263,9.537,2.56,5
0.069,9.691,2.616,5
-0.082,9.868,2.912,5
-0.064,10.078,3.114,5
0,10.371,3.179,5
-0.237,10.504,2.928,5
-0.583,10.7,2.465,5
-0.703,10.765,2.106,5
-0.689,10.658,1.76,5
-0.629,10.462,1.668,5
-0.48,10.2,2.057,5
-0.566,10.043,1.614,5
-0.727,10.063,0.846,5
-0.547,10.328,0.737,5
-0.19,10.583,0.988,5
0.086,10.51,1.165,5
0.312,10.503,1.534,5
0.587,10.515,1.646,5
0.523,10.42,1.406,5
0.489,10.332,1.266,5
0.543,10.454,1.746,5
0.64,10.769,2.129,5
1.054,10.872,2.183,5
0.823,10.898,2.091,5
0.932,10.881,2.03,6
1.063,10.873,2.472,5
1.308,10.849,2.904,5
1.264,10.833,3.145,5
1.394,10.784,3.458,5
1.251,10.793,3.857,5
1.228,10.784,4.268,5
1.528,10.817,4.733,5
1.743,11.104,5.019,5
1.507,11.766,5.005,5
1.853,12.303,4.813,5
1.978,12.804,4.193,5
1.693,13.142,3.309,5
1.709,13.231,2.563,5
2.047,13.544,2.432,5
2.127,14.064,2.972,5
2.528,14.689,3.48,5
2.658,14.94,3.482,5
2.489,14.792,3.102,5
1.992,14.242,2.589,5
1.262,13.627,2.811,5
0.795,12.874,3.467,5
0.436,12.268,3.914,5
-0.029,11.796,4.197,5
-0.459,11.332,3.983,5
-0.616,11.053,3.382,5
-0.706,10.77,2.919,5
-0.727,10.314,2.801,5
-1.025,9.869,2.72,6
-1.274,9.413,2.602,5
-1.592,9.142,2.443,5
-2.196,8.924,2.213,5
-2.509,8.673,1.797,5
-2.625,8.392,1.414,5
-2.312,8.302,0.892,5
-2.007,8.342,0.61,5
-1.908,8.48,0.353,5
-1.801,8.71,-0.105,5
-1.612,8.624,-0.47,5
-1.492,8.735,-0.915,5
-1.321,8.772,-1.034,5
-1.42,8.725,-1.009,5
-1.427,8.834,-0.838,5
-1.234,8.807,-0.544,5
-1.253,8.898,-0.256,5
-1.113,8.919,-0.001,5
-1.088,8.758,0.37,5
-1.047,8.769,0.262,5
-0.977,8.791,0.191,5
-0.861,8.917,0.618,5
-0.925,9.389,0.622,5
-0.957,9.91,-0.367,5
-0.49,9.914,-1.135,5
-0.052,9.792,-0.494,5
0.469,9.646,0.337,5
1.027,9.271,0.709,5
1.369,8.969,1.112,6
1.201,8.442,1.28,5
1.018,7.766,1.021,5
0.901,7.264,0.845,5
1.491,7.316,0.46,5
1.376,7.757,0.283,5
1.326,8.497,0.24,5
1.876,9.308,-0.212,5
2.318,9.883,-0.933,5
2.174,10.261,-1.569,5
2.26,10.172,-1.823,5
2.081,9.901,-2.101,5
2.007,9.798,-2.492,5
1.94,9.842,-2.853,5
2.182,9.959,-3.158,5
2.32,10.239,-2.858,5
2.618,10.334,-2.078,5
2.901,10.342,-1.811,5
2.873,10.2,-1.646,5
2.812,10.038,-1.422,5
2.737,9.746,-1.361,5
2.62,9.291,-1.306,5
2.416,8.77,-1.045,5
2.362,8.555,-1.281,5
2.256,8.578,-1.301,5
2.298,8.675,-1.035,5
2.432,8.913,-0.775,5
2.6,9.168,-0.727,5
2.355,9.608,-1.45,6
2.274,9.59,-1.683,5
2.569,9.217,-1.721,5
2.435,8.924,-1.891,5
2.726,8.798,-2.438,5
2.739,8.809,-2.919,5
2.713,8.61,-3.435,5
2.515,8.415,-3.858,5
2.911,8.197,-4.06,5
2.502,7.91,-4.436,5
2.045,7.983,-4.138,5
1.896,8.497,-3.882,5
2.153,9.849,-4.293,5
1.719,10.746,-4.478,5
1.67,11.185,-3.857,5
1.555,12.66,-4.847,5
1.281,13.078,-3.487,5
1.965,12.906,-2.098,5
2.562,12.494,-0.947,5
3.218,12.89,-4.098,5
1.637,11.654,-2.874,5
1.504,10.964,-2.916,5
1.496,10.401,-2.603,5
1.173,9.931,-2.797,5
1.076,9.527,-2.25,5
1.247,8.978,-1.677,5
1.129,8.217,-1.323,5
0.761,7.503,-0.932,5
0.686,6.942,-0.814,5
0.644,6.353,-0.776,6
0.172,5.841,-0.267,5
-0.074,6.056,0.444,5
0.075,6.646,1.055,5
0.342,7.247,1.484,5
0.352,8.028,0.73,5
-0.359,8.441,0.142,5
-1.027,8.331,0.167,5
-1.116,8.237,-0.137,5
-0.991,8.037,-0.47,5
-0.706,7.553,-0.419,5
-0.481,6.924,-0.138,5
-0.479,6.142,-0.096,5
-0.459,5.246,-0.119,5
-0.008,4.485,0.231,5
0.171,3.705,0.325,5
-0.022,3.146,0.795,5
-0.437,2.953,2.699,5
-0.41,3.753,5.495,5
-0.03,5.519,8.177,5
0.746,7.475,9.809,5
1.534,8.996,9.644,5
1.786,9.957,8.781,5
1.455,10.322,7.73,5
1.341,10.031,6.518,5
1.33,9.43,5.38,5
1.242,8.748,4.792,5
1.272,7.982,4.654,5
1.83,7.236,4.654,6
1.819,6.602,4.629,5
0.925,6.064,4.651,5
2.082,5.142,4.372,5
1.135,4.035,4.871,5
-1.526,3.059,6.385,5
-1.241,2.144,7.054,5
0.367,2.131,6.101,5
0.708,1.94,6.197,5
0.279,1.268,7.003,5
0.727,1.018,7.821,5
1.092,1.599,8.634,5
1.3,2.568,9.624,5
1.537,3.633,10.45,5
1.62,4.608,10.343,5
1.512,5.235,11.012,5
1.155,5.272,12.031,5
1.443,5.287,12.351,5
1.889,5.379,12.09,5
1.892,5.518,11.631,5
1.849,5.641,11.11,5
1.964,5.38,10.902,5
2.335,4.909,10.929,5
2.636,4.383,10.892,5
2.788,3.858,10.843,5
2.873,3.308,10.891,5
3.041,2.578,11.218,5
3.613,1.941,11.458,5
5.437,1.689,10.961,6
4.96,1.984,10.289,5
3.355,2.295,10.429,5
1.977,2.369,11.429,5
0.555,2.414,12.257,5
-0.804,2.752,13.07,5
-2.03,3.045,13.623,5
-2.91,2.884,14.873,5
-3.813,2.581,15.842,5
-4.644,2.471,16.189,5
-4.902,2.365,16.607,5
-4.754,2.375,16.625,5
-4.265,2.643,16.631,5
-1.609,0.676,16.6,5
0.081,0.113,16.681,5
1.316,0.719,16.768,5
1.905,1.607,15.974,5
0.524,1.519,15.233,5
-2.46,0.518,14.218,5
-1.845,0.619,11.813,5
-1.178,0.973,9.556,5
-0.168,1.208,7.576,5
0.759,1.184,6.818,5
1.185,1.068,6.706,5
1.087,0.959,6.101,5
0.549,0.952,5.335,5
-0.483,1.027,4.97,5
-1.41,0.923,5.143,5
-1.825,0.676,5.523,6
-1.696,0.342,6.17,5
-1.345,-0.03,7.064,5
-0.846,-0.191,8.055,5
-0.392,0.017,9.045,5
-0.007,0.514,9.841,5
0.309,1.044,10.269,5
0.514,1.472,10.495,5
0.659,1.903,11.033,5
0.47,2.465,10.48,5
-0.007,2.643,8.925,5
-0.661,2.43,8.207,5
-1.024,2.174,7.611,5
-0.834,2.131,7.202,5
-0.66,2.306,7.001,5
-0.944,2.408,6.389,5
-1.2,2.177,5.659,5
-0.853,2.314,5.673,5
-0.622,2.247,5.569,5
-1.078,1.185,4.268,5
-1.079,1.067,4.184,5
-1.043,1.026,4.523,5
-0.62,1.054,5.204,5
0.16,1.218,6.187,5
0.985,1.594,7.364,5
1.772,2.049,8.59,5
2.496,2.442,9.663,5
3.075,2.83,10.351,5
3.331,3.275,10.448,5
3.477,3.698,10.055,6
3.508,3.693,9.718,5
3.301,3.429,9.496,5
2.993,3.313,8.873,5
2.612,3.248,8.208,5
2.144,2.98,7.808,5
1.618,2.669,7.521,5
0.986,2.518,7.307,5
0.412,2.411,7.225,5
-0.026,2.334,7.206,5
-0.252,2.297,7.359,5
-0.496,2.348,7.557,5
-0.69,2.372,7.521,5
-0.544,2.375,7.295,5
-0.355,2.422,7.163,5
-0.003,2.686,7.045,5
0.669,3.163,6.788,5
1.196,3.567,6.545,5
1.64,3.86,6.252,5
2.068,4.064,6.063,5
2.367,4.121,6.037,5
2.56,4.156,6.153,5
2.513,4.095,6.359,5
2.423,4.029,6.602,5
2.356,3.978,6.817,5
2.372,3.929,7.117,5
2.368,3.933,7.385,5
2.301,4.019,7.506,5
2.148,4.15,7.475,6
1.837,4.204,7.441,5
1.54,4.183,7.466,5
1.316,4.155,7.556,5
1.226,4.124,7.75,5
1.237,4.064,7.849,5
1.245,4.007,7.855,5
1.287,4.03,7.759,5
1.531,4.12,7.621,5
1.845,4.228,7.406,5
1.952,4.307,7.336,5
1.906,4.399,7.364,5
1.838,4.492,7.403,5
1.605,4.539,7.307,5
1.144,4.503,7.289,5
0.728,4.545,5.744,5
0.86,4.685,1.541,5
0.962,4.853,3.374,5
1.235,4.947,5.326,5
1.859,4.963,6.801,5
2.109,4.861,8.203,5
2.145,4.771,9.414,5
1.927,4.617,10.105,5
1.762,4.451,10.383,5
1.925,4.435,10.484,5
2.403,4.532,10.657,5
2.961,4.8,10.923,5
3.264,5.176,11.378,5
3.311,5.559,11.458,6
3.157,5.831,10.908,5
2.8,5.888,9.828,5
2.463,5.872,8.471,5
2.171,5.656,6.803,5
1.983,5.487,5.59,5
1.906,5.361,4.955,5
1.976,5.324,4.822,5
2.139,5.35,5.094,5
2.369,5.504,5.55,5
2.386,5.663,6.232,5
2.254,5.775,6.963,5
2.049,5.806,7.65,5
1.789,5.806,8.187,5
1.616,5.757,8.589,5
1.383,5.671,8.826,5
1.106,5.573,9.026,5
0.887,5.506,9.118,5
0.729,5.481,9.227,5
0.676,5.483,9.293,5
0.76,5.593,9.249,5
0.691,5.693,9.071,5
0.666,5.69,9.316,5
0.678,5.772,9.399,5
0.492,5.707,9.245,5
0.352,5.613,9.159,5
0.288,5.517,9.117,5
0.345,5.372,9.107,5
0.552,5.256,9.186,6
0.919,5.167,9.369,5
1.406,5.139,9.645,5
1.835,5.262,9.82,5
2.055,5.454,9.918,5
2.192,5.706,9.975,5
2.267,5.958,9.868,5
2.144,6.267,9.704,5
1.906,6.573,9.46,5
1.67,6.87,9.124,5
1.493,7.154,8.742,5
1.288,7.368,8.34,5
0.977,7.508,7.899,5
0.589,7.545,7.549,5
0.202,7.52,7.276,5
-0.076,7.449,7.045,5
-0.496,7.224,6.903,5
-0.777,6.953,7.169,5
-1.064,6.756,7.364,5
-1.374,6.423,7.776,5
-1.586,5.943,8.646,5
-1.906,5.236,9.671,5
-2.257,4.585,10.669,5
-2.562,4.033,11.565,5
-2.56,3.661,12.221,5
-2.429,3.446,12.522,5
-2.162,3.433,12.729,5
-1.743,3.516,12.846,5
-1.169,3.68,12.748,5
-0.6,3.842,12.306,6
0.046,4.084,11.665,5
